Sea,57.44298,-10.46997,-150,0,NoCoords
Sea,59.21906,-0.99976,-150,0,NoCoords
Sea,50.99071,2.61475,-150,0,NoCoords
Sea,49.55135,-5.25146,-150,0,NoCoords
Sea,56.068969,-2.686157,-150,0,NoCoords
Sea,55.946124,-2.312622,-150,0,NoCoords
Sea,55.816715,-2.026978,-150,0,NoCoords
Sea,55.646599,-1.82373,-150,0,NoCoords
Sea,55.531739,-1.604004,-150,0,NoCoords
Sea,55.416544,-1.587524,-150,0,NoCoords
Sea,55.260338,-1.554565,-150,0,NoCoords
Sea,55.160043,-1.505127,-150,0,NoCoords
Sea,55.090944,-1.472168,-150,0,NoCoords
Sea,54.971308,-1.362305,-150,0,NoCoords
Sea,54.886087,-1.345825,-150,0,NoCoords
Sea,54.788017,-1.307373,-150,0,NoCoords
Sea,54.72462,-1.224976,-150,0,NoCoords
Sea,54.642055,-1.153564,-150,0,NoCoords
Sea,54.60071,-1.032715,-150,0,NoCoords
Sea,54.559323,-0.802002,-150,0,NoCoords
Sea,54.505137,-0.620728,-150,0,NoCoords
Sea,54.428518,-0.516357,-150,0,NoCoords
Sea,54.345351,-0.43396,-150,0,NoCoords
Sea,54.23313,-0.335083,-150,0,NoCoords
Sea,54.159218,-0.20874,-150,0,NoCoords
Sea,54.117383,-0.043945,-150,0,NoCoords
Sea,54.075506,-0.181274,-150,0,NoCoords
Sea,53.985165,-0.192261,-150,0,NoCoords
Sea,53.87844,-0.137329,-150,0,NoCoords
Sea,53.732466,0.027466,-150,0,NoCoords
Sea,53.621838,0.137329,-150,0,NoCoords
Sea,53.625095,-0.131836,-150,0,NoCoords
Sea,53.530513,0.054932,-150,0,NoCoords
Sea,53.488046,0.164795,-150,0,NoCoords
Sea,53.337433,0.269165,-150,0,NoCoords
Sea,53.202742,0.346069,-150,0,NoCoords
Sea,53.094024,0.32959,-150,0,NoCoords
Sea,53.064326,0.285645,-150,0,NoCoords
Sea,52.958566,0.098877,-150,0,NoCoords
Sea,52.875761,0.164795,-150,0,NoCoords
Sea,52.812723,0.335083,-150,0,NoCoords
Sea,52.84923,0.422974,-150,0,NoCoords
Sea,52.9718,0.505371,-150,0,NoCoords
Sea,52.991644,0.648193,-150,0,NoCoords
